0.407817, 0.13104, 0.821214, -0.707105, 0.707108, -6.48252e-05, -8.87522e-06, 
0.389168, 0.12879, 0.821207, -0.707105, 0.707108, -6.49638e-05, -9.74387e-06, 
0.368115, 0.121363, 0.821184, -0.707105, 0.707108, -4.47731e-05, -1.49412e-06, 
0.345423, 0.106608, 0.821175, -0.707105, 0.707108, -4.43727e-05, 4.80943e-07, 
0.326221, 0.0855555, 0.821185, -0.707105, 0.707108, -5.7962e-05, -1.80162e-05, 
0.310966, 0.047888, 0.821212, -0.707105, 0.707108, -5.51792e-05, -1.6221e-05, 
0.31322, 0.0042311, 0.821213, -0.707105, 0.707108, -5.31399e-05, -1.58498e-05, 
0.333176, -0.0330465, 0.821192, -0.707105, 0.707108, -5.13787e-05, -1.18838e-05, 
0.35633, -0.0529114, 0.821178, -0.707105, 0.707108, -5.36897e-05, -1.09091e-05, 
0.379031, -0.0632296, 0.821161, -0.707105, 0.707108, -4.83842e-05, 2.61329e-07, 
0.402618, -0.067714, 0.821174, -0.707105, 0.707108, -5.72309e-05, -9.46539e-06, 
0.425826, -0.0663741, 0.821179, -0.707105, 0.707108, -6.25627e-05, -1.07472e-05, 
0.447254, -0.0602142, 0.821192, -0.707105, 0.707108, -5.93036e-05, -8.34389e-06, 
0.466243, -0.049746, 0.821196, -0.707105, 0.707108, -4.59199e-05, -3.53422e-06, 
0.488774, -0.027452, 0.821213, -0.707105, 0.707108, -6.58761e-05, -9.74256e-06, 
0.503148, 0.00113165, 0.821215, -0.707105, 0.707108, -6.53411e-05, -9.00171e-06, 
0.505111, 0.053656, 0.821213, -0.707105, 0.707108, -6.00901e-05, -6.69259e-06, 
0.486133, 0.0929904, 0.821206, -0.707105, 0.707108, -4.42408e-05, 2.23288e-06, 
0.465608, 0.112166, 0.821201, -0.707105, 0.707108, -6.44486e-05, -1.17385e-05, 
0.442494, 0.12425, 0.821198, -0.707105, 0.707108, -4.49159e-05, 2.94449e-06, 
0.420823, 0.129771, 0.821199, -0.707105, 0.707108, -6.44552e-05, -1.15919e-05, 
0.3985, 0.13045, 0.821207, -0.707105, 0.707108, -4.45708e-05, -1.16173e-06, 
