0.405437, 0.130931, 0.821191, 0.707146, -0.707068, 6.12282e-06, -2.64159e-05, 
0.385747, 0.127781, 0.821167, 0.707149, -0.707065, 2.83867e-06, -1.65425e-05, 
0.363812, 0.11902, 0.82115, 0.707149, -0.707065, 1.70007e-06, -1.51643e-05, 
0.341746, 0.103363, 0.821148, 0.707149, -0.707065, -1.63721e-05, -2.94594e-05, 
0.322439, 0.0794489, 0.821168, 0.707149, -0.707065, -2.77573e-06, -1.45544e-05, 
0.309826, 0.0427863, 0.82118, 0.707149, -0.707065, -1.60633e-05, -2.46948e-05, 
0.31698, -0.00723278, 0.821182, 0.707149, -0.707065, -7.92085e-06, -1.41449e-05, 
0.339267, -0.0398702, 0.82116, 0.707149, -0.707065, -1.42203e-05, -2.85276e-05, 
0.362415, -0.0566761, 0.821151, 0.707149, -0.707065, -1.28797e-05, -2.91691e-05, 
0.3851, -0.065152, 0.821154, 0.707149, -0.707065, -1.17317e-06, -1.7338e-05, 
0.408674, -0.0678864, 0.821143, 0.707149, -0.707065, -1.22036e-05, -3.01118e-05, 
0.431697, -0.0651988, 0.821159, 0.707149, -0.707065, -2.03307e-06, -2.05717e-05, 
0.454283, -0.0569224, 0.821162, 0.707149, -0.707065, -1.42042e-05, -2.56789e-05, 
0.474139, -0.0433755, 0.82118, 0.707149, -0.707065, 4.02191e-06, -1.97147e-05, 
0.493045, -0.0209126, 0.821177, 0.707149, -0.707065, -1.66487e-05, -2.59116e-05, 
0.506728, 0.0161693, 0.82118, 0.707149, -0.707065, -1.66016e-05, -3.08922e-05, 
0.502289, 0.0637908, 0.821188, 0.707149, -0.707065, 4.82243e-06, -2.1042e-05, 
0.481845, 0.0977691, 0.821177, 0.707149, -0.707065, 3.36547e-06, -1.71521e-05, 
0.459727, 0.11583, 0.821179, 0.707149, -0.707065, 5.07248e-06, -2.17907e-05, 
0.438841, 0.12571, 0.82118, 0.707149, -0.707065, 4.8646e-06, -2.16476e-05, 
0.41713, 0.130393, 0.821178, 0.707149, -0.707065, -1.57999e-05, -3.22758e-05, 
