0.306404, 0.129971, 1.22134, -0.501227, 0.501227, -0.498762, 0.498778, 
0.315415, 0.120116, 1.22664, -0.511604, 0.512819, -0.486867, 0.488097, 
0.331178, 0.0973402, 1.23757, -0.5294, 0.539968, -0.457377, 0.46795, 
0.344218, 0.0652913, 1.25123, -0.542557, 0.579458, -0.411191, 0.448086, 
0.348454, 0.0294252, 1.2658, -0.541785, 0.626139, -0.352073, 0.436421, 
0.343741, -0.000661118, 1.27857, -0.525933, 0.66801, -0.294392, 0.436452, 
0.33189, -0.0276176, 1.29157, -0.493741, 0.708185, -0.233167, 0.447579, 
0.315663, -0.0485227, 1.30387, -0.447381, 0.741021, -0.175403, 0.469012, 
0.296523, -0.0640562, 1.31587, -0.38587, 0.765312, -0.121295, 0.500689, 
0.278683, -0.0735471, 1.32593, -0.319042, 0.777149, -0.0786578, 0.536717, 
0.261652, -0.0793718, 1.33477, -0.243586, 0.777588, -0.0440562, 0.577998, 
0.245547, -0.0827277, 1.34219, -0.157238, 0.764435, -0.0178453, 0.624977, 
0.232105, -0.0844533, 1.34694, -0.0692992, 0.737602, -0.00344381, 0.671661, 
0.225618, -0.0851438, 1.3483, -0.0200819, 0.716821, -0.00031742, 0.696968, 
0.223191, -0.0854403, 1.34858, -0.000374585, 0.707327, -3.56505e-05, 0.706886, 
