0.305363, 0.131081, 1.22576, 0.500065, -0.499973, 0.499977, -0.499985, 
0.305664, 0.131081, 1.25427, 0.500063, -0.499972, 0.499979, -0.499986, 
0.305789, 0.131082, 1.28135, 0.500063, -0.49997, 0.499979, -0.499988, 
0.305563, 0.131081, 1.30474, 0.500059, -0.49997, 0.499984, -0.499988, 
0.305365, 0.131226, 1.32324, 0.500057, -0.499969, 0.499985, -0.499989, 
0.305447, 0.137757, 1.31742, 0.50005, -0.499974, 0.499985, -0.499991, 
0.305914, 0.154604, 1.28831, 0.50006, -0.49997, 0.499983, -0.499988, 
0.306459, 0.17645, 1.25055, 0.500057, -0.499974, 0.499982, -0.499986, 
0.306245, 0.210108, 1.19237, 0.50006, -0.499974, 0.499982, -0.499984, 
0.305616, 0.242466, 1.13624, 0.50006, -0.499975, 0.499983, -0.499982, 
0.305376, 0.250635, 1.11291, 0.500062, -0.499975, 0.499982, -0.499981, 
0.305816, 0.219426, 1.11265, 0.50006, -0.499977, 0.49998, -0.499982, 
0.306214, 0.180128, 1.11278, 0.500063, -0.499977, 0.49998, -0.49998, 
0.306475, 0.14513, 1.11283, 0.500068, -0.499979, 0.499975, -0.499978, 
0.306424, 0.112318, 1.11274, 0.500065, -0.499978, 0.499978, -0.499979, 
0.306048, 0.0818609, 1.11259, 0.50006, -0.499984, 0.499974, -0.499982, 
0.305721, 0.0524455, 1.11251, 0.50007, -0.49998, 0.499972, -0.499977, 
0.305475, 0.0232397, 1.11247, 0.500069, -0.499981, 0.499973, -0.499977, 
0.305357, 0.0093581, 1.11664, 0.500069, -0.49998, 0.499974, -0.499977, 
0.305742, 0.0255883, 1.14653, 0.500063, -0.49998, 0.499977, -0.49998, 
0.306078, 0.0458106, 1.18175, 0.500063, -0.499976, 0.499979, -0.499982, 
0.306309, 0.0637766, 1.21302, 0.500067, -0.499974, 0.499975, -0.499984, 
0.306381, 0.0794575, 1.24036, 0.500062, -0.499973, 0.49998, -0.499985, 
0.306046, 0.0938043, 1.26503, 0.500059, -0.499975, 0.499978, -0.499988, 
0.305748, 0.106841, 1.2874, 0.500059, -0.49997, 0.499983, -0.499987, 
0.305539, 0.118089, 1.30674, 0.500051, -0.499975, 0.499984, -0.49999, 
0.305383, 0.12751, 1.32291, 0.500055, -0.499971, 0.499984, -0.499989, 
0.305381, 0.131076, 1.31973, 0.500057, -0.499969, 0.499985, -0.499989, 
0.305636, 0.131082, 1.2984, 0.50006, -0.499969, 0.499982, -0.499989, 
0.30581, 0.131066, 1.27359, 0.500052, -0.499976, 0.499983, -0.499989, 
0.305615, 0.131082, 1.24606, 0.500064, -0.499972, 0.499978, -0.499986, 
0.305291, 0.13108, 1.22124, 0.500062, -0.499973, 0.49998, -0.499985, 
